Time;Interval;Min op-reachability (%);Max op-reachability (%);Avg op-reachability (%);Min in-octets (kbit/s);Max in-octets (kbit/s);Avg in-octets (kbit/s);Min in-utilization (%);Max in-utilization (%);Avg in-utilization (%);Min in-errors (%);Max in-errors (%);Avg in-errors (%);Min in-discards (%);Max in-discards (%);Avg in-discards (%);Min out-octets (kbit/s);Max out-octets (kbit/s);Avg out-octets (kbit/s);Min out-utilization (%);Max out-utilization (%);Avg out-utilization (%);Min out-errors (%);Max out-errors (%);Avg out-errors (%);Min out-discards (%);Max out-discards (%);Avg out-discards (%)
1709160600219;300000;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709160900219;300000;;;;0.269839100536;26.811982706609;0.8049842468274587;0.0026983910053600003;0.26811982706609;0.008049842468274587;0.0;0.0;0.0;0.0;0.694444444444;0.17443836293565856;0.168403027455;374.078820262734;6.440328190370803;0.00168403027455;3.74078820262734;0.06440328190370803;0.0;0.0;0.0;0.0;0.0;0.0
1709187600219;27000000;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709187900219;27000000;;;;0.259913068985;0.696608689275;0.36402711402116444;0.00259913068985;0.00696608689275;0.0036402711402116444;0.0;0.0;0.0;0.0;0.704225352113;0.1826211917477932;0.165496091602;0.610199095354;0.2546574870415794;0.00165496091602;0.006101990953539999;0.0025465748704157944;0.0;0.0;0.0;0.0;0.0;0.0
1709215200219;27600000;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709215500219;27600000;;;;0.0;1.545263579074;0.36783597162315906;0.0;0.015452635790739999;0.0036783597162315905;0.0;0.0;0.0;0.0;0.666666666667;0.1692875433039685;0.0;1.774312843578;0.2732282694799527;0.0;0.01774312843578;0.0027322826947995273;0.0;0.0;0.0;0.0;0.0;0.0
1709243400219;28200000;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709244300219;28800000;;;;0.0;6.819417475728;0.5632094041038099;0.0;0.06819417475728;0.0056320940410381;0.0;0.0;0.0;0.0;5.263157894737;0.05030926041887985;0.0;6.118408282109;0.6313443106250162;0.0;0.06118408282109;0.006313443106250162;0.0;0.0;0.0;0.0;0.0;0.0
1709247600219;4200000;100.0;100.0;100.0;0.828082808281;0.828082808281;0.8280828082809999;0.00828082808281;0.00828082808281;0.008280828082809999;0.0;0.0;0.0;0.0;0.0;0.0;0.523252325233;0.523252325233;0.523252325233;0.00523252325233;0.00523252325233;0.00523252325233;0.0;0.0;0.0;0.0;0.0;0.0
1709275500219;300000;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
