Measurement ID,Time,Interval,Min in-octets (kbit/s),Max in-octets (kbit/s),Avg in-octets (kbit/s),Min out-octets (kbit/s),Max out-octets (kbit/s),Avg out-octets (kbit/s)
108522,1709160900879,300000,0.206907356358,2.9032,0.3336919663115672,0.341971053526,5.011466666667,0.5416608170692799
108522,1709187900879,27000000,0.206745977513,0.518814560994,0.2725000295559212,0.341096744301,0.768567685677,0.4008581044392461
108522,1709215500879,27600000,0.0,5.654634536546,0.4265922671529431,0.0,11.988398839884,0.8584657700242256
108522,1709243100879,27600000,0.0,25.906239896541,2.601605772069539,0.0,43.375363724539,5.043210328715499
108522,1709247000879,3900000,0.0,5.5808,5.4658265179261685,0.0,12.1528,11.902432717003505
108522,1709274900879,300000,0.0,19.481193255512,2.708225856973697,0.0,41.226977950713,5.231406957644648
108522,1709304300879,29400000,0.0,16.440271932664,3.016055698287996,0.0,37.5248,6.404975779218567
108522,1709334000879,29700000,0.0,13.871844660194,2.992469587580551,0.0,35.422653721683,6.271376883990304
108522,1709363700879,29700000,0.0,16.401034928849,2.975007724952329,0.0,37.91979301423,6.251246742907467
108522,1709393400879,29700000,0.0,14.656745389841,2.8942517579344567,0.0,36.089291491427,6.134284800462865
108522,1709420400879,27000000,0.0,7.151369726055,2.867150808366989,0.0,14.904219156169,6.090040398450693
108522,1709450100879,29700000,0.0,12.405309161541,2.8530360207899386,0.0,23.166073162836,6.065606972719277
108522,1709479800879,29700000,0.0,11.615160349854,2.842805281438191,0.0,22.227405247813,6.0573558787640405
108522,1709506800879,27000000,0.0,6.743451309738,2.8612177832342094,0.0,13.496201519392,6.081397503277181
108522,1709536500879,29700000,0.0,12.280997086436,2.8517797782860472,0.0,23.148220064725,6.0564535767021965
108522,1709566200879,29700000,0.0,8.919908009199,2.850286110702517,0.0,13.697830216978,6.056150314403699
108522,1709593200879,27000000,0.0,6.75077476757,2.8424327687988766,0.0,14.05398920216,6.058928196490498
108522,1709622600879,29400000,0.0,15.344559585492,2.8824370484360102,0.0,35.567357512953,6.071566905337468
108522,1709649600879,27000000,0.0,9.553289342132,3.13647146408875,0.0,37.206158768246,6.62603595879752
108522,1709677500879,27900000,0.0,20.890468497577,1.837161254340426,0.0,40.211954765751,3.8751699985510673
108522,1709709300879,300000,0.0,22.381847649919,3.4443605493358462,0.0,41.042463533225,7.138861642033221
108522,1709736300879,27000000,0.0,5.571442855714,3.466463034690568,0.0,11.830783078308,7.28338297954293
108522,1709763300879,27000000,0.0,15.493867010975,4.731737635491554,0.0,26.5409941898,8.395089680450557
108522,1709794500879,300000,0.0,22.77360931436,3.4438684601400125,0.0,39.91979301423,6.660524092887664
108522,1709823000879,28500000,0.0,15.352331606218,4.560808166046384,0.0,25.867875647668,10.296476929074467
108522,1709847600879,24600000,0.0,5.791641671666,2.130452138791577,0.0,12.048790241952,4.357326243226669
108522,1709883600879,300000,0.0,16.54851228978,3.98170288065604,0.0,27.534282018111,8.014630154363491
108522,1709909700879,26100000,0.0,16.978324166936,1.8940576395445543,0.0,38.346166289227,3.630237231890638
108522,1709938500879,28800000,0.0,15.8990617923,4.010795361598796,0.0,26.82109349725,7.555813610674477
108522,1709960400879,300000,0.0,19.00808276754,5.59043633423992,0.0,39.421001615509,11.663248936421487
108522,1709985300879,24900000,0.0,5.813162632527,3.9485950216396057,0.0,12.324064812963,8.404035415475798
108522,1710012600879,27300000,0.0,20.099579696088,3.318392933142994,0.0,41.386356288393,6.192606001207542
108522,1710021600879,9000000,0.0,5.869973994799,3.4540921339590844,0.0,12.025605121024,7.125717214907551
108522,1710056700879,300000,0.0,20.674651990936,2.463244624916671,0.0,41.895759145354,4.876232114832544
108522,1710084300879,27600000,0.0,22.16160310278,4.411816307726041,0.0,39.68196509373,8.282697433284103
108522,1710106200879,27300000,0.0,20.691262135922,5.404983413496534,0.0,39.526213592233,10.316238657964345
108522,1710138600879,300000,0.0,17.088910442936,3.5060238931460126,0.0,38.160413971539,6.581648225202097
108522,1710165300879,26700000,0.0,16.453367875648,2.833953099140297,0.0,34.354159922305,5.248312149023712
108522,1710192300879,27000000,0.0,20.112584923973,2.9374110534025726,0.0,41.288903267551,5.341142499644923
108522,1710226800879,300000,0.0,20.768383543894,5.835936563575695,0.0,41.979301423027,11.877515604575043
108522,1710254400879,27600000,0.0,17.426356589147,3.1585339096128875,0.0,38.519379844961,5.569168741332853
108522,1710282600879,28200000,0.0,16.685862180524,4.507417456578711,0.0,38.17793594306,10.00895929515938
