Time,Interval,Min op-reachability (%),Max op-reachability (%),Avg op-reachability (%),Min in-octets (kbit/s),Max in-octets (kbit/s),Avg in-octets (kbit/s),Min in-utilization (%),Max in-utilization (%),Avg in-utilization (%),Min in-errors (%),Max in-errors (%),Avg in-errors (%),Min in-discards (%),Max in-discards (%),Avg in-discards (%),Min out-octets (kbit/s),Max out-octets (kbit/s),Avg out-octets (kbit/s),Min out-utilization (%),Max out-utilization (%),Avg out-utilization (%),Min out-errors (%),Max out-errors (%),Avg out-errors (%),Min out-discards (%),Max out-discards (%),Avg out-discards (%)
2024-03-04 15:54:03,26803802,100.0,100.0,,,2.576857776054,,0.0002335368281625514,0.023868454276827242,,0.0,0.0,,,,,0.057126982675,,,9.931006005859576e-05,,0.006338592158096898,0.0,0.0,0.0,0.0,0.0,
2024-04-30 17:26:16,27014649,100.0,,,0.045314238988,,0.5489804092581413,0.000572221310708342,0.026230337964267447,,,,0.0,0.0,,0.0,0.053567029506,3.471953094454,,,,,0.0,0.0,0.0,,,0.0
2024-03-25 14:18:30,26892647,,100.0,100.0,,2.695052386636,,0.00010060660395784174,0.02711349843252928,0.0049069843950848725,,,,,0.0,0.0,0.069822852811,,0.6237284025896244,0.0002021895654198722,0.028754840707016352,0.006765927726053247,0.0,,,0.0,0.0,0.0
2024-04-24 17:19:35,27504706,100.0,100.0,,0.010506373864,,0.5073505876143155,0.0,0.03776806501549895,,,0.0,0.0,,,,0.001074202186,3.975168046215,,0.0,0.03541230325858103,0.006754978158010934,,0.0,0.0,,,0.0
2024-04-19 15:58:31,29653096,100.0,,,,2.487689820709,0.539322980544542,0.0001452838058464923,0.023760754399127795,,0.0,0.0,,0.0,0.0,,0.007358897914,,0.6614977730853544,0.0,,0.006473991096207213,0.0,,,,,0.0
2024-04-30 08:51:53,28848525,,100.0,100.0,0.033431273395,4.068985713873,,0.0,,,0.0,,,0.0,,0.0,,,0.6699298292337712,0.00032323552726990396,0.03725545028486529,,0.0,0.0,,0.0,,
2024-04-26 01:51:54,26278171,,,,,4.854395383615,,,0.04492305401397611,,,,0.0,0.0,0.0,,,3.004405014732,0.8320065575792166,0.0,0.028989686540102234,0.007662443125138035,0.0,,,0.0,0.0,0.0
2024-04-05 16:36:07,28010566,,,100.0,0.054266613083,,0.5646595514280301,0.0007260663641016113,0.026334475885892505,,0.0,,0.0,0.0,,,0.004632243355,,,,0.03222580201642071,,,,0.0,0.0,,0.0
2024-04-11 16:55:31,28830064,,,100.0,0.026225701361,,0.5444374367186894,2.0077651731156745e-06,,0.006324891917021505,0.0,0.0,0.0,,,0.0,0.0,,,,,0.007758503834551751,0.0,,,,,
2024-04-27 22:29:35,28398587,,100.0,100.0,,2.559975998033,,0.00015671802910819304,,0.0047320692748591756,0.0,,0.0,,,0.0,,,0.6264617989748011,,0.03019577863262781,,,0.0,0.0,0.0,0.0,0.0
2024-04-23 12:42:17,29653096,100.0,100.0,100.0,0.040237116728,2.442318698441,0.4801292501807603,,0.02517310600454813,0.006301907891591323,,,,0.0,0.0,0.0,,2.887205154073,0.6581418210664495,0.0002670606483660602,0.030295925590264162,,,,0.0,,,0.0
2024-04-26 20:33:23,28954827,100.0,,100.0,0.0,,0.26757888020084963,,,0.00416300276773177,,,0.0,0.0,0.0,0.0,,,0.24377515234619934,0.0,0.025363144571544288,,0.0,,,0.0,,0.0
2024-04-18 16:59:26,26073118,,100.0,100.0,,,,0.0002796541641166266,0.02720483618245698,0.0059535553121778575,0.0,,0.0,,,,0.0,3.482080988341,0.6567464067194841,,0.0321823823619729,0.00631380940688255,0.0,,0.0,,,0.0
2024-04-23 16:20:11,26757239,,,100.0,0.006693542407,,,,0.06513518375684457,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.008351945790778692,,,0.0,0.0,0.0,
2024-04-30 09:18:00,28472706,,,100.0,,,0.5683775369493567,,,,0.0,,0.0,0.0,0.0,,0.054613228847,,0.6622207464505928,0.0,,0.006568093006568532,,0.0,,0.0,0.0,0.0
2024-04-04 16:54:21,27190093,,,100.0,,,0.32618982474345026,7.283937912662527e-05,0.002353683472095875,,0.0,0.0,,0.0,0.0,,0.002465526256,1.777002603115,0.24790613623341123,0.0,,0.006122421903998039,,,,0.0,,0.0
2024-03-24 07:35:02,27942337,100.0,,100.0,0.039707309347,,0.5178111513194981,,,,0.0,,,,0.0,,0.052230260318,2.415547730021,,0.00045598166890194284,0.03159528754125115,0.006342852145106652,0.0,0.0,,,,
2024-03-08 00:31:25,27626532,,100.0,100.0,,2.614699351826,,0.00033751766430993086,0.02474458105877538,,0.0,0.0,,,,0.0,0.0,3.358345756136,,0.0004168907905177885,,,0.0,0.0,0.0,0.0,,0.0
2024-04-23 03:22:52,26615534,100.0,100.0,,,,0.5396967478359241,,0.029732782681943497,0.005036297783798892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.070390477232,,,,,,0.0,0.0,0.0,,
2024-04-20 21:15:09,28952077,,100.0,,0.042537234618,2.67627029969,0.5522137924657111,0.00028856255068440825,,,,0.0,0.0,,0.0,0.0,,,0.6747104200606471,0.00029094290220578174,,,0.0,,,0.0,,0.0
2024-04-29 06:34:31,28215934,100.0,100.0,100.0,0.050922544985,2.49841967788,0.5278113202482138,,,0.004936210102306809,,0.0,0.0,,0.0,0.0,0.061534935576,,0.6466536719081661,,,,0.0,0.0,,,0.0,
2024-04-24 10:29:39,28663123,100.0,100.0,100.0,,,,,,0.005639995033925217,0.0,,,,0.0,,0.062432445614,,0.6589021809345132,,0.02921224652842913,,0.0,,0.0,0.0,0.0,0.0
2024-05-06 08:16:19,29066254,100.0,,100.0,,,,,0.024971274701365984,,0.0,0.0,0.0,,0.0,0.0,0.057471927871,3.079097842378,0.629475052149987,,,,0.0,,,0.0,0.0,0.0
2024-04-29 18:36:16,28462755,100.0,,,,2.635009735894,0.5149934335072508,0.0006347668878436993,0.023647596352300012,,0.0,,,0.0,,0.0,0.062649457127,3.60412858902,,,,0.005950512965399772,,,,0.0,,
2024-04-07 17:59:28,28784019,,100.0,,0.056319539549,,,0.0006488637595485084,0.027468839774722704,,0.0,,,,,0.0,,,0.6218507020563488,,,0.007073684928735004,0.0,0.0,,0.0,0.0,0.0
2024-04-24 13:21:22,27210886,,,,,5.1012533971,,0.00030386020049413804,0.038262852380750584,0.00592704178859424,0.0,,0.0,0.0,0.0,,0.0,4.727779756802,0.6628278991794856,,,0.009244502293871026,0.0,,,0.0,,
2024-05-03 04:16:46,27888700,,100.0,,,2.557002415491,0.5847952118423048,,,,,0.0,,,,0.0,,,0.6317933558886302,0.0006749727478119116,,0.005810415954388269,,0.0,,,,
2024-04-07 03:13:48,27584532,,100.0,100.0,0.010309986586,,0.3763808614500739,,,,0.0,0.0,,,,,0.0,2.555567948417,0.27739697423110227,,0.02210409093032787,,,,,,0.0,0.0
2024-04-24 04:28:45,28502343,,100.0,,,2.587961668291,0.543767803315414,0.0009563579705192634,0.0277934858646455,0.0049064256152021955,0.0,0.0,0.0,,,0.0,,3.52856488514,0.6229258279290497,,,,0.0,0.0,0.0,0.0,,
2024-04-16 20:05:22,25965131,,100.0,100.0,0.030411746086,5.01440551073,,,0.0447366773280634,,,0.0,0.0,,,0.0,0.004495144332,,,1.778289951120379e-05,0.04326152219503236,,,,,,0.0,0.0
2024-05-03 08:04:52,29045729,100.0,,100.0,,,0.5089683671445185,,0.024234328879109514,,0.0,0.0,0.0,,,0.0,0.053805684686,2.808921673629,0.6621939899767366,0.0005779876084664973,0.032644976558018846,,,,,,0.0,0.0
2024-04-25 23:02:43,27646052,100.0,100.0,,,2.514574196261,,,,,0.0,0.0,0.0,0.0,,0.0,,4.402225110908,0.6592347024670553,,0.03822195916326958,0.005147319870698853,0.0,0.0,,,,
2024-04-18 11:03:39,26196142,,100.0,,,4.778193931577,,0.0002488582745025329,,0.007193512825915543,0.0,,0.0,0.0,0.0,0.0,,3.302638373116,0.5757882991379263,,0.027268884397928385,,,0.0,,0.0,0.0,0.0
2024-04-17 17:59:55,28128895,100.0,100.0,,,2.474751283776,0.5581697896864684,,,0.005974280376431141,0.0,0.0,,,0.0,,0.0,,0.6552776102323709,,0.03180847269774739,0.007727906504204482,0.0,,,,,0.0
2024-04-15 20:53:58,26649113,100.0,,,0.039043312396,,0.6073450061919192,,,0.005046084885102863,0.0,0.0,,0.0,,,0.053947240462,,0.6572932741099855,0.0006809189961099365,,,,0.0,,,,
2024-05-01 12:09:03,27128540,100.0,100.0,,,,,0.0005310380079027957,0.02625730702972678,0.0060032260564126,0.0,,0.0,,0.0,,,,,0.0006108962783544962,,,0.0,0.0,0.0,,0.0,0.0
2024-04-09 22:39:46,27504127,,100.0,100.0,,,,0.0,0.01466989613534286,,,0.0,,,0.0,,,,,0.0,0.018530338641078795,0.005261788624591477,,0.0,0.0,0.0,0.0,0.0
2024-04-19 20:41:06,26881978,,100.0,,,,0.5075060601846946,,,0.007079378132273365,,0.0,0.0,0.0,0.0,0.0,,2.43449566637,0.6526983135923311,0.00023059870309414095,,,0.0,0.0,0.0,,,
2024-04-17 22:41:00,28362466,100.0,100.0,,0.069263474287,2.630644191155,0.5132926723574704,,0.027105749208662624,0.006440315098940431,0.0,,,0.0,,0.0,0.04943925997,,,0.0002572299738632958,0.03804889228736629,0.0050238769277126056,0.0,,0.0,0.0,,0.0
2024-03-28 01:56:28,27998166,,100.0,100.0,0.021055736685,2.607714032108,0.49749046932009516,0.0004337461463372576,0.026514101550743793,0.004785396272113464,0.0,,0.0,,0.0,,0.0,,,,,0.006144735745006539,0.0,,0.0,0.0,,0.0
2024-03-30 08:53:43,26370564,100.0,,,0.049726585669,2.585262720869,,4.511147523990995e-05,,,0.0,,,,,,0.059868014976,,0.6222478942329888,,0.029836817856313383,0.0060549416339120326,0.0,0.0,0.0,0.0,,0.0
2024-04-11 05:58:24,26601772,100.0,100.0,,,,,,0.025740696212106087,,0.0,,,,,,0.058644347089,,0.6587083364306676,0.0005816927523613893,0.04440109106832571,0.008963028009034056,,,,,,
2024-04-26 12:55:14,28544441,100.0,,100.0,0.041670033565,2.627562202663,,0.00018573532703453712,0.026144067117807694,,0.0,0.0,0.0,0.0,,,,,0.6899692920488848,0.0,0.047083024813801826,,0.0,,,,0.0,
2024-05-06 08:16:19,27646403,,100.0,100.0,0.0,5.66089745685,0.5969938259275744,0.0001958003596212342,,,,,,,,0.0,0.005012132516,3.857024943537,0.7096227705903256,3.1781496383004185e-05,,0.007587840846595933,,,,,,
2024-04-26 13:21:57,25460544,,,,0.031602305897,,0.5679671178989972,,,,0.0,,0.0,0.0,0.0,0.0,,3.661638906492,0.656369334052522,0.00026865428779600784,0.031073455004396518,0.007189160412232021,,0.0,0.0,,0.0,0.0
2024-04-24 13:53:17,27948630,100.0,,,0.051286922052,2.556969498194,,,,0.005319573983304307,0.0,0.0,,,,0.0,0.063203375093,2.233136436536,,0.0007298659895295461,0.02950574434015498,,0.0,0.0,0.0,0.0,0.0,
2024-04-18 18:44:28,28056045,100.0,,100.0,0.060591687534,,,0.000727769243792455,,,0.0,0.0,0.0,,,,0.060252439961,3.067365511379,0.6547457246596586,,,,0.0,,0.0,,0.0,
2024-03-31 00:29:44,28333696,100.0,100.0,,,2.621999135206,,0.0003082253135228272,0.027329679945192645,0.004864878428773179,0.0,,0.0,0.0,0.0,0.0,,2.531996880127,,,,,,,0.0,0.0,0.0,
2024-04-06 22:33:08,26746432,,100.0,100.0,,2.514442424952,,,,0.005061401606359638,0.0,0.0,0.0,0.0,,0.0,,,0.6136566946790728,,,,0.0,0.0,,0.0,,
2024-04-25 11:17:33,28998264,,100.0,,0.035429243562,,,0.00034538769839053383,,0.006342331772486428,,,0.0,,0.0,0.0,,3.009394021641,,0.00048239623115300197,0.025055877970451453,0.0077519258558901806,,0.0,,0.0,,
2024-04-23 03:53:48,27714104,,100.0,,,2.573095757506,0.5532929927073463,,0.025567208953910008,0.0062575438063636555,0.0,0.0,0.0,0.0,,,,,0.6440014825982141,,,0.006511824951019604,0.0,0.0,,,,0.0
2024-03-08 03:03:05,28600249,,,100.0,,4.512306124077,,,,,,0.0,0.0,,,0.0,,5.131951201686,,7.414369315554973e-05,0.04041517609924178,0.007372191734130257,0.0,0.0,0.0,0.0,0.0,
2024-04-21 11:28:10,27809936,100.0,100.0,100.0,,,,,0.02322501653223799,0.005414155059697462,,0.0,0.0,0.0,0.0,,0.05354303351,3.22642108939,,0.00014407303968545657,0.03673032484605884,,,,0.0,0.0,0.0,0.0
2024-03-29 06:01:04,28479742,100.0,,,0.028656264641,,,,0.024713601231998013,0.005609041127307212,0.0,0.0,,0.0,0.0,,0.003515915346,,0.6442439209635963,,,0.0075965827746250405,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03 03:17:01,27005553,,100.0,100.0,0.04890150574,,0.5488244018575222,,,0.005882645214688202,,0.0,,,0.0,0.0,0.058752796883,4.760944460337,,,,0.007351345839810898,,0.0,0.0,,,0.0
2024-04-28 10:13:25,28569349,100.0,100.0,,0.050636556723,2.634534877086,0.5798926615125268,0.00013993649106065732,,0.006553750583686543,,0.0,0.0,0.0,,0.0,,,0.6462443079991421,0.00016294448614499857,,0.0065895660513687155,0.0,0.0,,,0.0,
2024-03-17 06:09:40,27912767,100.0,100.0,,,4.725830641254,0.588924516092256,,,,,0.0,0.0,0.0,0.0,0.0,,4.710101983661,,7.246064522688274e-05,0.03682484194330205,,0.0,0.0,0.0,0.0,,0.0
2024-04-21 15:58:57,27471377,,,,0.070956336358,2.681617517216,,,,0.004405445455725068,,0.0,0.0,,,0.0,0.061730427001,3.539575988725,,,,,0.0,0.0,0.0,,0.0,
