Measurement ID,Time,Interval,Min in-octets (kbit/s),Max in-octets (kbit/s),Avg in-octets (kbit/s),Min out-octets (kbit/s),Max out-octets (kbit/s),Avg out-octets (kbit/s)
108845,1709230736486,27030001,11.993200679932,28414.20195960808,655.187775697204,58.47495250475,45543.5568,5486.931211445424
108845,1709231136487,27430002,,,,,,
108845,1709247596485,16859999,16.24,55112.699269927,2158.048641196149,83.341265873413,95287.3225354929,1292.2629899617025
108845,1709277196484,29599999,10.052410482096,74030.39471841553,317.94371420115573,72.54149170166,42909.9651930386,881.4994789212419
108845,1709306796486,29600002,10.04900490049,89956.26837316269,722.6236649665136,31.8272,81661.29133226325,1004.7719788738036
108845,1709333996488,27200002,10.30526105221,96631.6784,422.5666140491783,94.88833349995,81576.8392,1521.4319762097748
108845,1709363596487,29599999,11.634763476348,80764.3803619638,232.4531039493449,81.199319931993,29607.84321567844,789.6726288195852
108845,1709393196486,29599999,12.473410635746,96628.93710628938,2152.5049097947226,85.6096,76971.84876975395,1134.5024514681231
108845,1709420396485,27199999,12.000800160032,59632.63366336634,222.6541626930428,91.616723344669,97519.0584,1400.0293640299076
108845,1709449996487,29600002,9.6184,25696.6792679268,174.08341361559494,45904.0,13670.346234623465,487.4086315800131
108845,1709479596484,29599997,11.986798679868,10752.66393360664,167.63820876496345,80.11198880112,97484.1588158816,1369.5060150680797
108845,1709506796487,27200003,12.4288,10764.260800000002,173.69114002544384,43.8264,97210.06740674068,1384.3362489202736
108845,1709536396487,29600000,10.665333066613,50500.14681468147,165.71756180048266,83.697909372812,51218.2768,897.9648363977324
108845,1709565996486,29599999,7.2864,57414.40528105621,140.61729984952538,21.801819818018,36072.91449144915,625.0612982451404
108845,1709593186485,27189999,11.267707082833,91248.2704,239.33998418961292,,,
108845,1709593196485,27199999,,,,82.762952590518,97913008.0,2190.0883560684206
108845,1709622466486,29280001,11.180163967207,57574.86651334867,86.85952275292675,,,
108845,1709622476487,29280002,,,,75.86355906772,39511.8392,741.1696923674717
108845,1709651736485,29269999,11.2976,95642.21724344869,1771.5733141026435,,,
108845,1709651786487,29310000,,,,,,
108845,1709651796485,29319998,,,,68.3672,97828.17356528695,2655.4405776293515
108845,1709679596487,27860002,4.307630763076,49451.50675067507,936.5542049582054,8.50549890022,97607.95679567957,5857.711911144257
108845,1709708876485,29279998,4328.0,69903.94959999999,286.5336459974522,,,
108845,1709708906486,29309999,,,,7.180718071807,45804.8568,5209.357344694203
108845,1709738146485,29270000,4.235623562356,96653.5605560556,3799.375125918941,,,
108845,1709738156488,29280003,,,,,,
108845,1709738176485,29269999,,,,5.940594059406,96825.67393478696,3209.8705097729694
108845,1709765996487,27850002,11.773645270946,168645.1254851229,730.3499275507797,91.912408759124,97550.49409881976,1256.2493180798012
108845,1709795266484,29269997,10.267546490702,86662.1697830217,101.06511531315851,82.751848565513,12231.992800000002,449.6813890328367
108845,1709824536484,29270000,10.961096109611,97155176.0,3375.0779016635274,,,
108845,1709824546484,29280000,,,,76.917908209179,39588.42044204421,871.1320650479831
108845,1709852396487,27860003,11.025794841032,55201.26572657266,234.0141191812151,95.056188762248,87952.83208320833,2014.6509132317465
108845,1709881676485,29279998,6.658421963888,97001.3216,264.70041105078093,46.134454612911,1815.99481865285,445.8326135515957
