Time;Interval;Min op-reachability (%);Max op-reachability (%);Avg op-reachability (%);Min in-octets (kbit/s);Max in-octets (kbit/s);Avg in-octets (kbit/s);Min in-utilization (%);Max in-utilization (%);Avg in-utilization (%);Min in-errors (%);Max in-errors (%);Avg in-errors (%);Min in-discards (%);Max in-discards (%);Avg in-discards (%);Min out-octets (kbit/s);Max out-octets (kbit/s);Avg out-octets (kbit/s);Min out-utilization (%);Max out-utilization (%);Avg out-utilization (%);Min out-errors (%);Max out-errors (%);Avg out-errors (%);Min out-discards (%);Max out-discards (%);Avg out-discards (%)
1709160473782;23100000;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709160773782;23400000;;;;0.206907356358;2.9032;0.3336919663115672;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.341971053526;5.011466666667;0.5416608170692799;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709187473782;27000000;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709187773783;27000001;;;;0.206745977513;0.518814560994;0.2725000295559212;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.341096744301;0.768567685677;0.40085810443924613;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709215153783;27680001;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709215473782;27699999;;;;0.0;5.654634536546;0.4265922671529431;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.988398839884;0.8584657700242256;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709242390690;27236907;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709243050687;27576905;;;;0.0;25.906239896541;2.601605772069539;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.375363724539;5.043210328715499;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709246933781;3883094;;;;0.0;5.5808;5.4658265179261685;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.1528;11.902432717003503;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709247353781;4963091;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709274670689;24769995;;;;0.0;19.481193255512;2.7082258569736966;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.226977950713;5.231406957644648;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709275113782;27510001;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709304183783;29513094;100.0;100.0;100.0;0.0;16.440271932664;3.0160556982879956;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5248;6.404975779218567;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709333783783;29600000;100.0;100.0;100.0;0.0;13.871844660194;2.969215128494959;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.422653721683;6.256258110158775;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709333993783;210000;100.0;100.0;100.0;0.0;5.242924292429;3.0157240466661435;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.7504;6.286495657821833;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709363593781;29599998;100.0;100.0;100.0;0.0;16.401034928849;2.9750077249523295;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.91979301423;6.251246742907467;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709393193782;29600001;100.0;100.0;100.0;0.0;14.656745389841;2.8942517579344567;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.089291491427;6.134284800462865;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709420393781;27199999;100.0;100.0;100.0;0.0;7.151369726055;2.8671508083669894;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.904219156169;6.090040398450693;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709449993782;29600001;100.0;100.0;100.0;0.0;12.405309161541;2.8530360207899386;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.166073162836;6.065606972719277;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709479593781;29599999;100.0;100.0;100.0;0.0;11.615160349854;2.842805281438191;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.227405247813;6.0573558787640405;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709506793780;27199999;100.0;100.0;100.0;0.0;6.743451309738;2.8612177832342094;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.496201519392;6.081397503277181;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709536393784;29600004;100.0;100.0;100.0;0.0;12.280997086436;2.8517797782860472;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.148220064725;6.0564535767021965;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709565993786;29600002;100.0;100.0;100.0;0.0;8.919908009199;2.8502861107025175;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.697830216978;6.056150314403699;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709593193781;27199995;100.0;100.0;100.0;0.0;6.75077476757;2.8424327687988766;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.05398920216;6.058928196490498;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709622463783;29270002;100.0;100.0;100.0;0.0;15.344559585492;2.8824370484360102;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.567357512953;6.071566905337468;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709649563782;27099999;;;;0.0;9.553289342132;3.13647146408875;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.206158768246;6.62603595879752;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709651263783;28800000;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709677400692;27836910;;;;0.0;20.890468497577;1.837161254340426;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.211954765751;3.8751699985510673;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709678803782;27539999;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709707120692;26906909;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
1709709143785;28813097;;;;0.0;22.381847649919;3.4443605493358462;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.042463533225;7.138861642033221;;;;0.0;0.0;0.0;0.0;0.0;0.0
1709734573781;27453089;100.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;
